datetime,flow
2016-05-02 00:03:00,0.0
2016-05-02 00:06:00,0.0
2016-05-02 00:09:00,0.0
2016-05-02 00:12:00,20.0
2016-05-02 00:15:00,0.0
2016-05-02 00:18:00,40.0
2016-05-02 00:21:00,0.0
2016-05-02 00:24:00,40.0
2016-05-02 00:27:00,0.0
2016-05-02 00:30:00,0.0
2016-05-02 00:33:00,20.0
2016-05-02 00:36:00,0.0
2016-05-02 00:39:00,0.0
2016-05-02 00:42:00,0.0
2016-05-02 00:45:00,0.0
2016-05-02 00:48:00,0.0
2016-05-02 00:51:00,0.0
2016-05-02 00:54:00,40.0
2016-05-02 00:57:00,20.0
2016-05-02 01:00:00,0.0
2016-05-02 01:03:00,0.0
2016-05-02 01:06:00,0.0
2016-05-02 01:09:00,0.0
2016-05-02 01:12:00,0.0
2016-05-02 01:15:00,20.0
2016-05-02 01:18:00,0.0
2016-05-02 01:21:00,0.0
2016-05-02 01:24:00,20.0
2016-05-02 01:27:00,20.0
2016-05-02 01:30:00,0.0
2016-05-02 01:33:00,40.0
2016-05-02 01:36:00,20.0
2016-05-02 01:39:00,20.0
2016-05-02 01:42:00,0.0
2016-05-02 01:45:00,0.0
2016-05-02 01:48:00,0.0
2016-05-02 01:51:00,0.0
2016-05-02 01:54:00,0.0
2016-05-02 01:57:00,0.0
2016-05-02 02:00:00,20.0
2016-05-02 02:03:00,0.0
2016-05-02 02:06:00,0.0
2016-05-02 02:09:00,0.0
2016-05-02 02:12:00,60.0
2016-05-02 02:15:00,20.0
2016-05-02 02:18:00,0.0
2016-05-02 02:21:00,0.0
2016-05-02 02:24:00,0.0
2016-05-02 02:27:00,0.0
2016-05-02 02:30:00,40.0
2016-05-02 02:33:00,20.0
2016-05-02 02:36:00,20.0
2016-05-02 02:39:00,40.0
2016-05-02 02:42:00,40.0
2016-05-02 02:45:00,80.0
2016-05-02 02:48:00,0.0
2016-05-02 02:51:00,0.0
2016-05-02 02:54:00,20.0
2016-05-02 02:57:00,20.0
2016-05-02 03:00:00,20.0
2016-05-02 03:03:00,80.0
2016-05-02 03:06:00,60.0
2016-05-02 03:09:00,60.0
2016-05-02 03:12:00,40.0
2016-05-02 03:15:00,60.0
2016-05-02 03:18:00,40.0
2016-05-02 03:21:00,60.0
2016-05-02 03:24:00,160.0
2016-05-02 03:27:00,180.0
2016-05-02 03:30:00,200.0
2016-05-02 03:33:00,240.0
2016-05-02 03:36:00,240.0
2016-05-02 03:39:00,240.0
2016-05-02 03:42:00,320.0
2016-05-02 03:45:00,300.0
2016-05-02 03:48:00,340.0
2016-05-02 03:51:00,340.0
2016-05-02 03:54:00,280.0
2016-05-02 03:57:00,340.0
2016-05-02 04:00:00,220.0
2016-05-02 04:03:00,280.0
2016-05-02 04:06:00,360.0
2016-05-02 04:09:00,360.0
2016-05-02 04:12:00,460.0
2016-05-02 04:15:00,580.0
2016-05-02 04:18:00,400.0
2016-05-02 04:21:00,480.0
2016-05-02 04:24:00,540.0
2016-05-02 04:27:00,700.0
2016-05-02 04:30:00,800.0
2016-05-02 04:33:00,520.0
2016-05-02 04:36:00,880.0
2016-05-02 04:39:00,680.0
2016-05-02 04:42:00,560.0
2016-05-02 04:45:00,860.0
2016-05-02 04:48:00,720.0
2016-05-02 04:51:00,720.0
2016-05-02 04:54:00,760.0
2016-05-02 04:57:00,900.0
2016-05-02 05:00:00,840.0
2016-05-02 05:03:00,640.0
2016-05-02 05:06:00,600.0
2016-05-02 05:09:00,780.0
2016-05-02 05:12:00,580.0
2016-05-02 05:15:00,820.0
2016-05-02 05:18:00,980.0
2016-05-02 05:21:00,500.0
2016-05-02 05:24:00,760.0
2016-05-02 05:27:00,920.0
2016-05-02 05:30:00,440.0
2016-05-02 05:33:00,1000.0
2016-05-02 05:36:00,640.0
2016-05-02 05:39:00,900.0
2016-05-02 05:42:00,760.0
2016-05-02 05:45:00,780.0
2016-05-02 05:48:00,840.0
2016-05-02 05:51:00,880.0
2016-05-02 05:54:00,860.0
2016-05-02 05:57:00,1000.0
2016-05-02 06:00:00,860.0
2016-05-02 06:03:00,540.0
2016-05-02 06:06:00,780.0
2016-05-02 06:09:00,460.0
2016-05-02 06:12:00,840.0
2016-05-02 06:15:00,720.0
2016-05-02 06:18:00,820.0
2016-05-02 06:21:00,820.0
2016-05-02 06:24:00,960.0
2016-05-02 06:27:00,860.0
2016-05-02 06:30:00,460.0
2016-05-02 06:33:00,540.0
2016-05-02 06:36:00,600.0
2016-05-02 06:39:00,860.0
2016-05-02 06:42:00,860.0
2016-05-02 06:45:00,660.0
2016-05-02 06:48:00,720.0
2016-05-02 06:51:00,660.0
2016-05-02 06:54:00,600.0
2016-05-02 06:57:00,960.0
2016-05-02 07:00:00,640.0
2016-05-02 07:03:00,780.0
2016-05-02 07:06:00,540.0
2016-05-02 07:09:00,760.0
2016-05-02 07:12:00,780.0
2016-05-02 07:15:00,860.0
2016-05-02 07:18:00,880.0
2016-05-02 07:21:00,720.0
2016-05-02 07:24:00,1020.0
2016-05-02 07:27:00,560.0
2016-05-02 07:30:00,820.0
2016-05-02 07:33:00,760.0
2016-05-02 07:36:00,920.0
2016-05-02 07:39:00,820.0
2016-05-02 07:42:00,660.0
2016-05-02 07:45:00,640.0
2016-05-02 07:48:00,760.0
2016-05-02 07:51:00,760.0
2016-05-02 07:54:00,820.0
2016-05-02 07:57:00,540.0
2016-05-02 08:00:00,640.0
2016-05-02 08:03:00,560.0
2016-05-02 08:06:00,660.0
2016-05-02 08:09:00,740.0
2016-05-02 08:12:00,500.0
2016-05-02 08:15:00,780.0
2016-05-02 08:18:00,560.0
2016-05-02 08:21:00,780.0
2016-05-02 08:24:00,480.0
2016-05-02 08:27:00,380.0
2016-05-02 08:30:00,800.0
2016-05-02 08:33:00,620.0
2016-05-02 08:36:00,460.0
2016-05-02 08:39:00,680.0
2016-05-02 08:42:00,580.0
2016-05-02 08:45:00,500.0
2016-05-02 08:48:00,520.0
2016-05-02 08:51:00,620.0
2016-05-02 08:54:00,440.0
2016-05-02 08:57:00,620.0
2016-05-02 09:00:00,440.0
2016-05-02 09:03:00,500.0
2016-05-02 09:06:00,580.0
2016-05-02 09:09:00,520.0
2016-05-02 09:12:00,400.0
2016-05-02 09:15:00,620.0
2016-05-02 09:18:00,480.0
2016-05-02 09:21:00,400.0
2016-05-02 09:24:00,340.0
2016-05-02 09:27:00,480.0
2016-05-02 09:30:00,540.0
2016-05-02 09:33:00,500.0
2016-05-02 09:36:00,420.0
2016-05-02 09:39:00,320.0
2016-05-02 09:42:00,500.0
2016-05-02 09:45:00,760.0
2016-05-02 09:48:00,580.0
2016-05-02 09:51:00,400.0
2016-05-02 09:54:00,580.0
2016-05-02 09:57:00,280.0
2016-05-02 10:00:00,280.0
2016-05-02 10:03:00,440.0
2016-05-02 10:06:00,340.0
2016-05-02 10:09:00,280.0
2016-05-02 10:12:00,480.0
2016-05-02 10:15:00,420.0
2016-05-02 10:18:00,560.0
2016-05-02 10:21:00,600.0
2016-05-02 10:24:00,320.0
2016-05-02 10:27:00,580.0
2016-05-02 10:30:00,460.0
2016-05-02 10:33:00,380.0
2016-05-02 10:36:00,720.0
2016-05-02 10:39:00,460.0
2016-05-02 10:42:00,380.0
2016-05-02 10:45:00,720.0
2016-05-02 10:48:00,380.0
2016-05-02 10:51:00,520.0
2016-05-02 10:54:00,420.0
2016-05-02 10:57:00,440.0
2016-05-02 11:00:00,620.0
2016-05-02 11:03:00,460.0
2016-05-02 11:06:00,500.0
2016-05-02 11:09:00,500.0
2016-05-02 11:12:00,340.0
2016-05-02 11:15:00,540.0
2016-05-02 11:18:00,480.0
2016-05-02 11:21:00,540.0
2016-05-02 11:24:00,660.0
2016-05-02 11:27:00,540.0
2016-05-02 11:30:00,760.0
2016-05-02 11:33:00,560.0
2016-05-02 11:36:00,740.0
2016-05-02 11:39:00,420.0
2016-05-02 11:42:00,580.0
2016-05-02 11:45:00,440.0
2016-05-02 11:48:00,400.0
2016-05-02 11:51:00,360.0
2016-05-02 11:54:00,560.0
2016-05-02 11:57:00,560.0
2016-05-02 12:00:00,380.0
2016-05-02 12:03:00,380.0
2016-05-02 12:06:00,600.0
2016-05-02 12:09:00,480.0
2016-05-02 12:12:00,500.0
2016-05-02 12:15:00,520.0
2016-05-02 12:18:00,440.0
2016-05-02 12:21:00,260.0
2016-05-02 12:24:00,460.0
2016-05-02 12:27:00,440.0
2016-05-02 12:30:00,920.0
2016-05-02 12:33:00,580.0
2016-05-02 12:36:00,660.0
2016-05-02 12:39:00,640.0
2016-05-02 12:42:00,720.0
2016-05-02 12:45:00,780.0
2016-05-02 12:48:00,540.0
2016-05-02 12:51:00,680.0
2016-05-02 12:54:00,600.0
2016-05-02 12:57:00,660.0
2016-05-02 13:00:00,680.0
2016-05-02 13:03:00,560.0
2016-05-02 13:06:00,660.0
2016-05-02 13:09:00,760.0
2016-05-02 13:12:00,700.0
2016-05-02 13:15:00,820.0
2016-05-02 13:18:00,660.0
2016-05-02 13:21:00,460.0
2016-05-02 13:24:00,440.0
2016-05-02 13:27:00,760.0
2016-05-02 13:30:00,800.0
2016-05-02 13:33:00,780.0
2016-05-02 13:36:00,820.0
2016-05-02 13:39:00,620.0
2016-05-02 13:42:00,700.0
2016-05-02 13:45:00,660.0
2016-05-02 13:48:00,580.0
2016-05-02 13:51:00,740.0
2016-05-02 13:54:00,920.0
2016-05-02 13:57:00,740.0
2016-05-02 14:00:00,520.0
2016-05-02 14:03:00,640.0
2016-05-02 14:06:00,680.0
2016-05-02 14:09:00,800.0
2016-05-02 14:12:00,580.0
2016-05-02 14:15:00,720.0
2016-05-02 14:18:00,720.0
2016-05-02 14:21:00,740.0
2016-05-02 14:24:00,760.0
2016-05-02 14:27:00,580.0
2016-05-02 14:30:00,920.0
2016-05-02 14:33:00,760.0
2016-05-02 14:36:00,500.0
2016-05-02 14:39:00,760.0
2016-05-02 14:42:00,760.0
2016-05-02 14:45:00,600.0
