,datetime,detid,flow
4750,2015-09-22 04:30:00,K1D43,800.0
4751,2015-09-22 04:33:00,K1D43,520.0
4752,2015-09-22 04:36:00,K1D43,640.0
4753,2015-09-22 04:39:00,K1D43,660.0
4754,2015-09-22 04:42:00,K1D43,600.0
4755,2015-09-22 04:45:00,K1D43,760.0
4756,2015-09-22 04:48:00,K1D43,780.0
4757,2015-09-22 04:51:00,K1D43,680.0
4758,2015-09-22 04:54:00,K1D43,800.0
4759,2015-09-22 04:57:00,K1D43,400.0
4760,2015-09-22 05:00:00,K1D43,1040.0
4761,2015-09-22 05:03:00,K1D43,760.0
4762,2015-09-22 05:06:00,K1D43,600.0
4763,2015-09-22 05:09:00,K1D43,900.0
4764,2015-09-22 05:12:00,K1D43,720.0
4765,2015-09-22 05:15:00,K1D43,580.0
4766,2015-09-22 05:18:00,K1D43,900.0
4767,2015-09-22 05:21:00,K1D43,840.0
4768,2015-09-22 05:24:00,K1D43,740.0
4769,2015-09-22 05:27:00,K1D43,760.0
4770,2015-09-22 05:30:00,K1D43,680.0
4771,2015-09-22 05:33:00,K1D43,840.0
4772,2015-09-22 05:36:00,K1D43,700.0
4773,2015-09-22 05:39:00,K1D43,1140.0
4774,2015-09-22 05:42:00,K1D43,560.0
4775,2015-09-22 05:45:00,K1D43,1000.0
4776,2015-09-22 05:48:00,K1D43,660.0
4777,2015-09-22 05:51:00,K1D43,640.0
4778,2015-09-22 05:54:00,K1D43,720.0
4779,2015-09-22 05:57:00,K1D43,880.0
4780,2015-09-22 06:00:00,K1D43,980.0
4781,2015-09-22 06:03:00,K1D43,660.0
4782,2015-09-22 06:06:00,K1D43,760.0
4783,2015-09-22 06:09:00,K1D43,880.0
4784,2015-09-22 06:12:00,K1D43,580.0
4785,2015-09-22 06:15:00,K1D43,760.0
4786,2015-09-22 06:18:00,K1D43,820.0
4787,2015-09-22 06:21:00,K1D43,480.0
4788,2015-09-22 06:24:00,K1D43,660.0
4789,2015-09-22 06:27:00,K1D43,740.0
4790,2015-09-22 06:30:00,K1D43,880.0
4791,2015-09-22 06:33:00,K1D43,640.0
4792,2015-09-22 06:36:00,K1D43,720.0
4793,2015-09-22 06:39:00,K1D43,780.0
4794,2015-09-22 06:42:00,K1D43,620.0
4795,2015-09-22 06:45:00,K1D43,1040.0
4796,2015-09-22 06:48:00,K1D43,820.0
4797,2015-09-22 06:51:00,K1D43,280.0
4798,2015-09-22 06:54:00,K1D43,920.0
4799,2015-09-22 06:57:00,K1D43,500.0
4800,2015-09-22 07:00:00,K1D43,940.0
4801,2015-09-22 07:03:00,K1D43,680.0
4802,2015-09-22 07:06:00,K1D43,880.0
4803,2015-09-22 07:09:00,K1D43,800.0
4804,2015-09-22 07:12:00,K1D43,620.0
4805,2015-09-22 07:15:00,K1D43,660.0
4806,2015-09-22 07:18:00,K1D43,500.0
4807,2015-09-22 07:21:00,K1D43,640.0
4808,2015-09-22 07:24:00,K1D43,920.0
4809,2015-09-22 07:27:00,K1D43,680.0
4810,2015-09-22 07:30:00,K1D43,600.0
4811,2015-09-22 07:33:00,K1D43,560.0
4812,2015-09-22 07:36:00,K1D43,800.0
4813,2015-09-22 07:39:00,K1D43,900.0
4814,2015-09-22 07:42:00,K1D43,600.0
4815,2015-09-22 07:45:00,K1D43,660.0
4816,2015-09-22 07:48:00,K1D43,480.0
4817,2015-09-22 07:51:00,K1D43,840.0
4818,2015-09-22 07:54:00,K1D43,340.0
4819,2015-09-22 07:57:00,K1D43,580.0
4820,2015-09-22 08:00:00,K1D43,700.0
4821,2015-09-22 08:03:00,K1D43,440.0
4822,2015-09-22 08:06:00,K1D43,860.0
4823,2015-09-22 08:09:00,K1D43,600.0
4824,2015-09-22 08:12:00,K1D43,620.0
4825,2015-09-22 08:15:00,K1D43,640.0
4826,2015-09-22 08:18:00,K1D43,440.0
4827,2015-09-22 08:21:00,K1D43,480.0
4828,2015-09-22 08:24:00,K1D43,660.0
4829,2015-09-22 08:27:00,K1D43,440.0
4830,2015-09-22 08:30:00,K1D43,440.0
4831,2015-09-22 08:33:00,K1D43,380.0
4832,2015-09-22 08:36:00,K1D43,540.0
4833,2015-09-22 08:39:00,K1D43,700.0
4834,2015-09-22 08:42:00,K1D43,580.0
4835,2015-09-22 08:45:00,K1D43,580.0
4836,2015-09-22 08:48:00,K1D43,560.0
4837,2015-09-22 08:51:00,K1D43,400.0
4838,2015-09-22 08:54:00,K1D43,380.0
4839,2015-09-22 08:57:00,K1D43,540.0
4840,2015-09-22 09:00:00,K1D43,440.0
4841,2015-09-22 09:03:00,K1D43,480.0
4842,2015-09-22 09:06:00,K1D43,440.0
4843,2015-09-22 09:09:00,K1D43,420.0
4844,2015-09-22 09:12:00,K1D43,480.0
4845,2015-09-22 09:15:00,K1D43,260.0
4846,2015-09-22 09:18:00,K1D43,520.0
4847,2015-09-22 09:21:00,K1D43,400.0
4848,2015-09-22 09:24:00,K1D43,420.0
4849,2015-09-22 09:27:00,K1D43,400.0
4850,2015-09-22 09:30:00,K1D43,420.0
4851,2015-09-22 09:33:00,K1D43,480.0
4852,2015-09-22 09:36:00,K1D43,500.0
4853,2015-09-22 09:39:00,K1D43,280.0
4854,2015-09-22 09:42:00,K1D43,560.0
4855,2015-09-22 09:45:00,K1D43,260.0
4856,2015-09-22 09:48:00,K1D43,540.0
4857,2015-09-22 09:51:00,K1D43,140.0
4858,2015-09-22 09:54:00,K1D43,320.0
4859,2015-09-22 09:57:00,K1D43,540.0
4860,2015-09-22 10:00:00,K1D43,280.0
4861,2015-09-22 10:03:00,K1D43,540.0
4862,2015-09-22 10:06:00,K1D43,380.0
4863,2015-09-22 10:09:00,K1D43,380.0
4864,2015-09-22 10:12:00,K1D43,320.0
4865,2015-09-22 10:15:00,K1D43,540.0
4866,2015-09-22 10:18:00,K1D43,440.0
4867,2015-09-22 10:21:00,K1D43,480.0
4868,2015-09-22 10:24:00,K1D43,340.0
4869,2015-09-22 10:27:00,K1D43,380.0
4870,2015-09-22 10:30:00,K1D43,540.0
4871,2015-09-22 10:33:00,K1D43,480.0
4872,2015-09-22 10:36:00,K1D43,500.0
4873,2015-09-22 10:39:00,K1D43,500.0
4874,2015-09-22 10:42:00,K1D43,280.0
4875,2015-09-22 10:45:00,K1D43,480.0
4876,2015-09-22 10:48:00,K1D43,440.0
4877,2015-09-22 10:51:00,K1D43,420.0
4878,2015-09-22 10:54:00,K1D43,440.0
4879,2015-09-22 10:57:00,K1D43,520.0
4880,2015-09-22 11:00:00,K1D43,680.0
4881,2015-09-22 11:03:00,K1D43,320.0
4882,2015-09-22 11:06:00,K1D43,540.0
4883,2015-09-22 11:09:00,K1D43,660.0
4884,2015-09-22 11:12:00,K1D43,320.0
4885,2015-09-22 11:15:00,K1D43,220.0
4886,2015-09-22 11:18:00,K1D43,480.0
4887,2015-09-22 11:21:00,K1D43,280.0
4888,2015-09-22 11:24:00,K1D43,640.0
4889,2015-09-22 11:27:00,K1D43,400.0
4890,2015-09-22 11:30:00,K1D43,560.0
4891,2015-09-22 11:33:00,K1D43,780.0
4892,2015-09-22 11:36:00,K1D43,580.0
4893,2015-09-22 11:39:00,K1D43,500.0
4894,2015-09-22 11:42:00,K1D43,520.0
4895,2015-09-22 11:45:00,K1D43,540.0
4896,2015-09-22 11:48:00,K1D43,600.0
4897,2015-09-22 11:51:00,K1D43,540.0
4898,2015-09-22 11:54:00,K1D43,680.0
4899,2015-09-22 11:57:00,K1D43,440.0
4900,2015-09-22 12:00:00,K1D43,520.0
4901,2015-09-22 12:03:00,K1D43,520.0
4902,2015-09-22 12:06:00,K1D43,340.0
4903,2015-09-22 12:09:00,K1D43,440.0
4904,2015-09-22 12:12:00,K1D43,500.0
4905,2015-09-22 12:15:00,K1D43,720.0
4906,2015-09-22 12:18:00,K1D43,500.0
4907,2015-09-22 12:21:00,K1D43,560.0
4908,2015-09-22 12:24:00,K1D43,620.0
4909,2015-09-22 12:27:00,K1D43,720.0
4910,2015-09-22 12:30:00,K1D43,540.0
4911,2015-09-22 12:33:00,K1D43,300.0
4912,2015-09-22 12:36:00,K1D43,500.0
4913,2015-09-22 12:39:00,K1D43,640.0
4914,2015-09-22 12:42:00,K1D43,640.0
4915,2015-09-22 12:45:00,K1D43,780.0
4916,2015-09-22 12:48:00,K1D43,660.0
4917,2015-09-22 12:51:00,K1D43,520.0
4918,2015-09-22 12:54:00,K1D43,520.0
4919,2015-09-22 12:57:00,K1D43,720.0
4920,2015-09-22 13:00:00,K1D43,720.0
4921,2015-09-22 13:03:00,K1D43,460.0
4922,2015-09-22 13:06:00,K1D43,620.0
4923,2015-09-22 13:09:00,K1D43,700.0
4924,2015-09-22 13:12:00,K1D43,480.0
4925,2015-09-22 13:15:00,K1D43,660.0
4926,2015-09-22 13:18:00,K1D43,540.0
4927,2015-09-22 13:21:00,K1D43,740.0
4928,2015-09-22 13:24:00,K1D43,760.0
4929,2015-09-22 13:27:00,K1D43,420.0
4930,2015-09-22 13:30:00,K1D43,740.0
4931,2015-09-22 13:33:00,K1D43,620.0
4932,2015-09-22 13:36:00,K1D43,680.0
4933,2015-09-22 13:39:00,K1D43,500.0
4934,2015-09-22 13:42:00,K1D43,580.0
4935,2015-09-22 13:45:00,K1D43,760.0
4936,2015-09-22 13:48:00,K1D43,640.0
4937,2015-09-22 13:51:00,K1D43,640.0
4938,2015-09-22 13:54:00,K1D43,460.0
4939,2015-09-22 13:57:00,K1D43,560.0
4940,2015-09-22 14:00:00,K1D43,660.0
4941,2015-09-22 14:03:00,K1D43,600.0
4942,2015-09-22 14:06:00,K1D43,700.0
4943,2015-09-22 14:09:00,K1D43,700.0
4944,2015-09-22 14:12:00,K1D43,680.0
4945,2015-09-22 14:15:00,K1D43,560.0
4946,2015-09-22 14:18:00,K1D43,680.0
4947,2015-09-22 14:21:00,K1D43,780.0
4948,2015-09-22 14:24:00,K1D43,860.0
4949,2015-09-22 14:27:00,K1D43,460.0
4950,2015-09-22 14:30:00,K1D43,720.0
4951,2015-09-22 14:33:00,K1D43,740.0
4952,2015-09-22 14:36:00,K1D43,660.0
4953,2015-09-22 14:39:00,K1D43,640.0
4954,2015-09-22 14:42:00,K1D43,720.0
4955,2015-09-22 14:45:00,K1D43,580.0
4956,2015-09-22 14:48:00,K1D43,820.0
4957,2015-09-22 14:51:00,K1D43,600.0
4958,2015-09-22 14:54:00,K1D43,680.0
4959,2015-09-22 14:57:00,K1D43,740.0
4960,2015-09-22 15:00:00,K1D43,840.0
4961,2015-09-22 15:03:00,K1D43,600.0
4962,2015-09-22 15:06:00,K1D43,460.0
4963,2015-09-22 15:09:00,K1D43,840.0
4964,2015-09-22 15:12:00,K1D43,600.0
4965,2015-09-22 15:15:00,K1D43,820.0
4966,2015-09-22 15:18:00,K1D43,600.0
4967,2015-09-22 15:21:00,K1D43,900.0
4968,2015-09-22 15:24:00,K1D43,680.0
4969,2015-09-22 15:27:00,K1D43,720.0
4970,2015-09-22 15:30:00,K1D43,540.0
4971,2015-09-22 15:33:00,K1D43,760.0
4972,2015-09-22 15:36:00,K1D43,700.0
4973,2015-09-22 15:39:00,K1D43,660.0
4974,2015-09-22 15:42:00,K1D43,540.0
4975,2015-09-22 15:45:00,K1D43,760.0
4976,2015-09-22 15:48:00,K1D43,620.0
4977,2015-09-22 15:51:00,K1D43,660.0
4978,2015-09-22 15:54:00,K1D43,640.0
4979,2015-09-22 15:57:00,K1D43,660.0
4980,2015-09-22 16:00:00,K1D43,740.0
4981,2015-09-22 16:03:00,K1D43,680.0
4982,2015-09-22 16:06:00,K1D43,480.0
4983,2015-09-22 16:09:00,K1D43,780.0
4984,2015-09-22 16:12:00,K1D43,500.0
4985,2015-09-22 16:15:00,K1D43,680.0
4986,2015-09-22 16:18:00,K1D43,540.0
4987,2015-09-22 16:21:00,K1D43,680.0
4988,2015-09-22 16:24:00,K1D43,800.0
4989,2015-09-22 16:27:00,K1D43,620.0
4990,2015-09-22 16:30:00,K1D43,500.0
4991,2015-09-22 16:33:00,K1D43,800.0
4992,2015-09-22 16:36:00,K1D43,660.0
4993,2015-09-22 16:39:00,K1D43,620.0
4994,2015-09-22 16:42:00,K1D43,580.0
4995,2015-09-22 16:45:00,K1D43,720.0
4996,2015-09-22 16:48:00,K1D43,440.0
4997,2015-09-22 16:51:00,K1D43,780.0
4998,2015-09-22 16:54:00,K1D43,760.0
4999,2015-09-22 16:57:00,K1D43,440.0
5000,2015-09-22 17:00:00,K1D43,580.0
5001,2015-09-22 17:03:00,K1D43,640.0
5002,2015-09-22 17:06:00,K1D43,660.0
5003,2015-09-22 17:09:00,K1D43,700.0
5004,2015-09-22 17:12:00,K1D43,920.0
5005,2015-09-22 17:15:00,K1D43,660.0
5006,2015-09-22 17:18:00,K1D43,460.0
5007,2015-09-22 17:21:00,K1D43,580.0
5008,2015-09-22 17:24:00,K1D43,580.0
5009,2015-09-22 17:27:00,K1D43,440.0
5010,2015-09-22 17:30:00,K1D43,560.0
5011,2015-09-22 17:33:00,K1D43,420.0
5012,2015-09-22 17:36:00,K1D43,480.0
5013,2015-09-22 17:39:00,K1D43,480.0
5014,2015-09-22 17:42:00,K1D43,480.0
5015,2015-09-22 17:45:00,K1D43,300.0
5016,2015-09-22 17:48:00,K1D43,500.0
5017,2015-09-22 17:51:00,K1D43,520.0
5018,2015-09-22 17:54:00,K1D43,280.0
5019,2015-09-22 17:57:00,K1D43,500.0
5020,2015-09-22 18:00:00,K1D43,340.0
5021,2015-09-22 18:03:00,K1D43,280.0
5022,2015-09-22 18:06:00,K1D43,340.0
5023,2015-09-22 18:09:00,K1D43,400.0
5024,2015-09-22 18:12:00,K1D43,360.0
5025,2015-09-22 18:15:00,K1D43,360.0
5026,2015-09-22 18:18:00,K1D43,140.0
5027,2015-09-22 18:21:00,K1D43,320.0
5028,2015-09-22 18:24:00,K1D43,200.0
5029,2015-09-22 18:27:00,K1D43,200.0
5030,2015-09-22 18:30:00,K1D43,280.0
5031,2015-09-22 18:33:00,K1D43,220.0
5032,2015-09-22 18:36:00,K1D43,220.0
5033,2015-09-22 18:39:00,K1D43,180.0
5034,2015-09-22 18:42:00,K1D43,220.0
5035,2015-09-22 18:45:00,K1D43,180.0
5036,2015-09-22 18:48:00,K1D43,220.0
5037,2015-09-22 18:51:00,K1D43,240.0
5038,2015-09-22 18:54:00,K1D43,200.0
5039,2015-09-22 18:57:00,K1D43,200.0
5040,2015-09-22 19:00:00,K1D43,280.0
5041,2015-09-22 19:03:00,K1D43,200.0
5042,2015-09-22 19:06:00,K1D43,200.0
5043,2015-09-22 19:09:00,K1D43,240.0
5044,2015-09-22 19:12:00,K1D43,160.0
5045,2015-09-22 19:15:00,K1D43,200.0
5046,2015-09-22 19:18:00,K1D43,160.0
5047,2015-09-22 19:21:00,K1D43,180.0
5048,2015-09-22 19:24:00,K1D43,240.0
5049,2015-09-22 19:27:00,K1D43,160.0
5050,2015-09-22 19:30:00,K1D43,60.0
5051,2015-09-22 19:33:00,K1D43,220.0
5052,2015-09-22 19:36:00,K1D43,140.0
5053,2015-09-22 19:39:00,K1D43,160.0
5054,2015-09-22 19:42:00,K1D43,140.0
5055,2015-09-22 19:45:00,K1D43,140.0
5056,2015-09-22 19:48:00,K1D43,100.0
5057,2015-09-22 19:51:00,K1D43,100.0
5058,2015-09-22 19:54:00,K1D43,200.0
5059,2015-09-22 19:57:00,K1D43,220.0
5060,2015-09-22 20:00:00,K1D43,220.0
5061,2015-09-22 20:03:00,K1D43,160.0
5062,2015-09-22 20:06:00,K1D43,220.0
5063,2015-09-22 20:09:00,K1D43,140.0
5064,2015-09-22 20:12:00,K1D43,200.0
5065,2015-09-22 20:15:00,K1D43,180.0
5066,2015-09-22 20:18:00,K1D43,140.0
5067,2015-09-22 20:21:00,K1D43,180.0
5068,2015-09-22 20:24:00,K1D43,200.0
5069,2015-09-22 20:27:00,K1D43,220.0
5070,2015-09-22 20:30:00,K1D43,80.0
5071,2015-09-22 20:33:00,K1D43,80.0
5072,2015-09-22 20:36:00,K1D43,240.0
5073,2015-09-22 20:39:00,K1D43,160.0
5074,2015-09-22 20:42:00,K1D43,160.0
5075,2015-09-22 20:45:00,K1D43,100.0
5076,2015-09-22 20:48:00,K1D43,100.0
5077,2015-09-22 20:51:00,K1D43,80.0
5078,2015-09-22 20:54:00,K1D43,120.0
5079,2015-09-22 20:57:00,K1D43,140.0
5080,2015-09-22 21:00:00,K1D43,100.0
5081,2015-09-22 21:03:00,K1D43,40.0
5082,2015-09-22 21:06:00,K1D43,160.0
5083,2015-09-22 21:09:00,K1D43,60.0
5084,2015-09-22 21:12:00,K1D43,120.0
5085,2015-09-22 21:15:00,K1D43,20.0
5086,2015-09-22 21:18:00,K1D43,80.0
5087,2015-09-22 21:21:00,K1D43,80.0
5088,2015-09-22 21:24:00,K1D43,140.0
5089,2015-09-22 21:27:00,K1D43,60.0
5090,2015-09-22 21:30:00,K1D43,100.0
5091,2015-09-22 21:33:00,K1D43,40.0
5092,2015-09-22 21:36:00,K1D43,20.0
5093,2015-09-22 21:39:00,K1D43,60.0
5094,2015-09-22 21:42:00,K1D43,20.0
5095,2015-09-22 21:45:00,K1D43,40.0
5096,2015-09-22 21:48:00,K1D43,60.0
5097,2015-09-22 21:51:00,K1D43,40.0
5098,2015-09-22 21:54:00,K1D43,40.0
5099,2015-09-22 21:57:00,K1D43,120.0
5100,2015-09-22 22:00:00,K1D43,80.0
5101,2015-09-22 22:03:00,K1D43,20.0
5102,2015-09-22 22:06:00,K1D43,60.0
5103,2015-09-22 22:09:00,K1D43,20.0
5104,2015-09-22 22:12:00,K1D43,20.0
5105,2015-09-22 22:15:00,K1D43,40.0
5106,2015-09-22 22:18:00,K1D43,40.0
5107,2015-09-22 22:21:00,K1D43,60.0
5108,2015-09-22 22:24:00,K1D43,20.0
5109,2015-09-22 22:27:00,K1D43,100.0
5110,2015-09-22 22:30:00,K1D43,20.0
5111,2015-09-22 22:33:00,K1D43,20.0
5112,2015-09-22 22:36:00,K1D43,0.0
5113,2015-09-22 22:39:00,K1D43,0.0
5114,2015-09-22 22:42:00,K1D43,60.0
5115,2015-09-22 22:45:00,K1D43,0.0
5116,2015-09-22 22:48:00,K1D43,40.0
5117,2015-09-22 22:51:00,K1D43,0.0
5118,2015-09-22 22:54:00,K1D43,0.0
5119,2015-09-22 22:57:00,K1D43,40.0
5120,2015-09-22 23:00:00,K1D43,40.0
5121,2015-09-22 23:03:00,K1D43,20.0
5122,2015-09-22 23:06:00,K1D43,0.0
5123,2015-09-22 23:09:00,K1D43,20.0
5124,2015-09-22 23:12:00,K1D43,80.0
5125,2015-09-22 23:15:00,K1D43,0.0
5126,2015-09-22 23:18:00,K1D43,0.0
5127,2015-09-22 23:21:00,K1D43,40.0
5128,2015-09-22 23:24:00,K1D43,0.0
5129,2015-09-22 23:27:00,K1D43,0.0
5130,2015-09-22 23:30:00,K1D43,40.0
5131,2015-09-22 23:33:00,K1D43,0.0
5132,2015-09-22 23:36:00,K1D43,20.0
5133,2015-09-22 23:39:00,K1D43,20.0
5134,2015-09-22 23:42:00,K1D43,20.0
5135,2015-09-22 23:45:00,K1D43,60.0
5136,2015-09-22 23:48:00,K1D43,0.0
5137,2015-09-22 23:51:00,K1D43,40.0
5138,2015-09-22 23:54:00,K1D43,40.0
5139,2015-09-22 23:57:00,K1D43,0.0
5140,2015-09-23 00:00:00,K1D43,0.0
5141,2015-09-23 00:03:00,K1D43,0.0
5142,2015-09-23 00:06:00,K1D43,0.0
5143,2015-09-23 00:09:00,K1D43,0.0
5144,2015-09-23 00:12:00,K1D43,0.0
5145,2015-09-23 00:15:00,K1D43,40.0
5146,2015-09-23 00:18:00,K1D43,20.0
5147,2015-09-23 00:21:00,K1D43,20.0
5148,2015-09-23 00:24:00,K1D43,0.0
5149,2015-09-23 00:27:00,K1D43,20.0
5150,2015-09-23 00:30:00,K1D43,20.0
5151,2015-09-23 00:33:00,K1D43,0.0
5152,2015-09-23 00:36:00,K1D43,20.0
5153,2015-09-23 00:39:00,K1D43,20.0
5154,2015-09-23 00:42:00,K1D43,0.0
5155,2015-09-23 00:45:00,K1D43,0.0
5156,2015-09-23 00:48:00,K1D43,0.0
5157,2015-09-23 00:51:00,K1D43,0.0
5158,2015-09-23 00:54:00,K1D43,20.0
5159,2015-09-23 00:57:00,K1D43,0.0
5160,2015-09-23 01:00:00,K1D43,0.0
5161,2015-09-23 01:03:00,K1D43,0.0
5162,2015-09-23 01:06:00,K1D43,20.0
5163,2015-09-23 01:09:00,K1D43,0.0
5164,2015-09-23 01:12:00,K1D43,0.0
5165,2015-09-23 01:15:00,K1D43,0.0
5166,2015-09-23 01:18:00,K1D43,0.0
5167,2015-09-23 01:21:00,K1D43,0.0
5168,2015-09-23 01:24:00,K1D43,0.0
5169,2015-09-23 01:27:00,K1D43,0.0
5170,2015-09-23 01:30:00,K1D43,0.0
5171,2015-09-23 01:33:00,K1D43,40.0
5172,2015-09-23 01:36:00,K1D43,20.0
5173,2015-09-23 01:39:00,K1D43,40.0
5174,2015-09-23 01:42:00,K1D43,0.0
5175,2015-09-23 01:45:00,K1D43,0.0
5176,2015-09-23 01:48:00,K1D43,20.0
5177,2015-09-23 01:51:00,K1D43,0.0
5178,2015-09-23 01:54:00,K1D43,60.0
5179,2015-09-23 01:57:00,K1D43,0.0
5180,2015-09-23 02:00:00,K1D43,0.0
5181,2015-09-23 02:03:00,K1D43,20.0
5182,2015-09-23 02:06:00,K1D43,0.0
5183,2015-09-23 02:09:00,K1D43,0.0
5184,2015-09-23 02:12:00,K1D43,60.0
5185,2015-09-23 02:15:00,K1D43,0.0
5186,2015-09-23 02:18:00,K1D43,60.0
5187,2015-09-23 02:21:00,K1D43,0.0
5188,2015-09-23 02:24:00,K1D43,20.0
5189,2015-09-23 02:27:00,K1D43,0.0
5190,2015-09-23 02:30:00,K1D43,0.0
5191,2015-09-23 02:33:00,K1D43,80.0
5192,2015-09-23 02:36:00,K1D43,60.0
5193,2015-09-23 02:39:00,K1D43,40.0
5194,2015-09-23 02:42:00,K1D43,40.0
5195,2015-09-23 02:45:00,K1D43,0.0
5196,2015-09-23 02:48:00,K1D43,0.0
5197,2015-09-23 02:51:00,K1D43,20.0
5198,2015-09-23 02:54:00,K1D43,20.0
5199,2015-09-23 02:57:00,K1D43,60.0
5200,2015-09-23 03:00:00,K1D43,20.0
5201,2015-09-23 03:03:00,K1D43,20.0
5202,2015-09-23 03:06:00,K1D43,40.0
5203,2015-09-23 03:09:00,K1D43,40.0
5204,2015-09-23 03:12:00,K1D43,120.0
5205,2015-09-23 03:15:00,K1D43,20.0
5206,2015-09-23 03:18:00,K1D43,80.0
5207,2015-09-23 03:21:00,K1D43,100.0
5208,2015-09-23 03:24:00,K1D43,140.0
5209,2015-09-23 03:27:00,K1D43,100.0
5210,2015-09-23 03:30:00,K1D43,140.0
5211,2015-09-23 03:33:00,K1D43,180.0
5212,2015-09-23 03:36:00,K1D43,80.0
5213,2015-09-23 03:39:00,K1D43,280.0
5214,2015-09-23 03:42:00,K1D43,180.0
5215,2015-09-23 03:45:00,K1D43,300.0
5216,2015-09-23 03:48:00,K1D43,420.0
5217,2015-09-23 03:51:00,K1D43,400.0
5218,2015-09-23 03:54:00,K1D43,360.0
5219,2015-09-23 03:57:00,K1D43,240.0
5220,2015-09-23 04:00:00,K1D43,320.0
5221,2015-09-23 04:03:00,K1D43,340.0
5222,2015-09-23 04:06:00,K1D43,180.0
5223,2015-09-23 04:09:00,K1D43,460.0
5224,2015-09-23 04:12:00,K1D43,300.0
5225,2015-09-23 04:15:00,K1D43,400.0
5226,2015-09-23 04:18:00,K1D43,540.0
5227,2015-09-23 04:21:00,K1D43,600.0
5228,2015-09-23 04:24:00,K1D43,620.0
5229,2015-09-23 04:27:00,K1D43,580.0
5230,2015-09-23 04:30:00,K1D43,360.0
5231,2015-09-23 04:33:00,K1D43,620.0
5232,2015-09-23 04:36:00,K1D43,640.0
5233,2015-09-23 04:39:00,K1D43,420.0
5234,2015-09-23 04:42:00,K1D43,640.0
5235,2015-09-23 04:45:00,K1D43,820.0
5236,2015-09-23 04:48:00,K1D43,580.0
5237,2015-09-23 04:51:00,K1D43,800.0
5238,2015-09-23 04:54:00,K1D43,620.0
5239,2015-09-23 04:57:00,K1D43,980.0
5240,2015-09-23 05:00:00,K1D43,800.0
5241,2015-09-23 05:03:00,K1D43,580.0
5242,2015-09-23 05:06:00,K1D43,1040.0
5243,2015-09-23 05:09:00,K1D43,800.0
5244,2015-09-23 05:12:00,K1D43,1060.0
5245,2015-09-23 05:15:00,K1D43,640.0
5246,2015-09-23 05:18:00,K1D43,560.0
5247,2015-09-23 05:21:00,K1D43,860.0
5248,2015-09-23 05:24:00,K1D43,680.0
5249,2015-09-23 05:27:00,K1D43,900.0
5250,2015-09-23 05:30:00,K1D43,700.0
5251,2015-09-23 05:33:00,K1D43,1000.0
5252,2015-09-23 05:36:00,K1D43,720.0
5253,2015-09-23 05:39:00,K1D43,1000.0
5254,2015-09-23 05:42:00,K1D43,720.0
5255,2015-09-23 05:45:00,K1D43,680.0
5256,2015-09-23 05:48:00,K1D43,780.0
5257,2015-09-23 05:51:00,K1D43,880.0
5258,2015-09-23 05:54:00,K1D43,920.0
5259,2015-09-23 05:57:00,K1D43,540.0
5260,2015-09-23 06:00:00,K1D43,880.0
5261,2015-09-23 06:03:00,K1D43,660.0
5262,2015-09-23 06:06:00,K1D43,960.0
5263,2015-09-23 06:09:00,K1D43,940.0
5264,2015-09-23 06:12:00,K1D43,620.0
5265,2015-09-23 06:15:00,K1D43,780.0
5266,2015-09-23 06:18:00,K1D43,920.0
5267,2015-09-23 06:21:00,K1D43,640.0
5268,2015-09-23 06:24:00,K1D43,860.0
5269,2015-09-23 06:27:00,K1D43,860.0
5270,2015-09-23 06:30:00,K1D43,900.0
5271,2015-09-23 06:33:00,K1D43,340.0
5272,2015-09-23 06:36:00,K1D43,780.0
5273,2015-09-23 06:39:00,K1D43,940.0
5274,2015-09-23 06:42:00,K1D43,860.0
5275,2015-09-23 06:45:00,K1D43,620.0
5276,2015-09-23 06:48:00,K1D43,560.0
5277,2015-09-23 06:51:00,K1D43,900.0
5278,2015-09-23 06:54:00,K1D43,840.0
5279,2015-09-23 06:57:00,K1D43,640.0
5280,2015-09-23 07:00:00,K1D43,740.0
5281,2015-09-23 07:03:00,K1D43,840.0
5282,2015-09-23 07:06:00,K1D43,680.0
5283,2015-09-23 07:09:00,K1D43,900.0
5284,2015-09-23 07:12:00,K1D43,500.0
5285,2015-09-23 07:15:00,K1D43,920.0
5286,2015-09-23 07:18:00,K1D43,760.0
5287,2015-09-23 07:21:00,K1D43,700.0
5288,2015-09-23 07:24:00,K1D43,680.0
5289,2015-09-23 07:27:00,K1D43,680.0
5290,2015-09-23 07:30:00,K1D43,860.0
5291,2015-09-23 07:33:00,K1D43,620.0
5292,2015-09-23 07:36:00,K1D43,740.0
5293,2015-09-23 07:39:00,K1D43,580.0
5294,2015-09-23 07:42:00,K1D43,600.0
5295,2015-09-23 07:45:00,K1D43,780.0
5296,2015-09-23 07:48:00,K1D43,540.0
5297,2015-09-23 07:51:00,K1D43,600.0
5298,2015-09-23 07:54:00,K1D43,840.0
5299,2015-09-23 07:57:00,K1D43,700.0
5300,2015-09-23 08:00:00,K1D43,700.0
5301,2015-09-23 08:03:00,K1D43,560.0
5302,2015-09-23 08:06:00,K1D43,620.0
5303,2015-09-23 08:09:00,K1D43,500.0
5304,2015-09-23 08:12:00,K1D43,320.0
5305,2015-09-23 08:15:00,K1D43,740.0
5306,2015-09-23 08:18:00,K1D43,320.0
5307,2015-09-23 08:21:00,K1D43,360.0
5308,2015-09-23 08:24:00,K1D43,520.0
